GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,LGI001,LGI002,LGI003,LGI004,LGI005,LGI006
"G0501110","2010","3","7","Arkansas","05","Poinsett County","111",,,,,,,,,,,"27860","99999","308",,,,,,,,,,,,"Poinsett County",24583,0,0,0,0,24583
"G0501130","2010","3","7","Arkansas","05","Polk County","113",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Polk County",20662,0,0,0,0,20662
"G0501150","2010","3","7","Arkansas","05","Pope County","115",,,,,,,,,,,"40780","99999","999",,,,,,,,,,,,"Pope County",61754,0,0,0,0,61754
"G0501170","2010","3","7","Arkansas","05","Prairie County","117",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Prairie County",8715,0,0,0,0,8715
"G0501190","2010","3","7","Arkansas","05","Pulaski County","119",,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,"Pulaski County",382748,0,0,0,0,382748
"G0501210","2010","3","7","Arkansas","05","Randolph County","121",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Randolph County",17969,0,0,0,0,17969
"G0501230","2010","3","7","Arkansas","05","St. Francis County","123",,,,,,,,,,,"22620","99999","999",,,,,,,,,,,,"St. Francis County",28258,0,0,0,0,28258
"G0501250","2010","3","7","Arkansas","05","Saline County","125",,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,"Saline County",107118,0,0,0,0,107118
"G0501270","2010","3","7","Arkansas","05","Scott County","127",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Scott County",11233,0,0,0,0,11233
"G0501290","2010","3","7","Arkansas","05","Searcy County","129",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Searcy County",8195,0,0,0,0,8195
"G0501310","2010","3","7","Arkansas","05","Sebastian County","131",,,,,,,,,,,"22900","99999","999",,,,,,,,,,,,"Sebastian County",125744,0,0,0,0,125744
"G0501330","2010","3","7","Arkansas","05","Sevier County","133",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Sevier County",17058,0,0,0,0,17058
"G0501350","2010","3","7","Arkansas","05","Sharp County","135",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Sharp County",17264,0,0,0,0,17264
"G0501370","2010","3","7","Arkansas","05","Stone County","137",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Stone County",12394,0,0,0,0,12394
"G0501390","2010","3","7","Arkansas","05","Union County","139",,,,,,,,,,,"20980","99999","999",,,,,,,,,,,,"Union County",41639,0,0,0,0,41639
"G0501410","2010","3","7","Arkansas","05","Van Buren County","141",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Van Buren County",17295,0,0,0,0,17295
"G0501430","2010","3","7","Arkansas","05","Washington County","143",,,,,,,,,,,"22220","99999","999",,,,,,,,,,,,"Washington County",203065,0,0,0,0,203065
"G0501450","2010","3","7","Arkansas","05","White County","145",,,,,,,,,,,"42620","99999","340",,,,,,,,,,,,"White County",77076,0,0,0,0,77076
"G0501470","2010","3","7","Arkansas","05","Woodruff County","147",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Woodruff County",7260,0,0,0,0,7260
"G0501490","2010","3","7","Arkansas","05","Yell County","149",,,,,,,,,,,"40780","99999","999",,,,,,,,,,,,"Yell County",22185,0,0,0,0,22185
"G0600010","2010","4","9","California","06","Alameda County","001",,,,,,,,,,,"41860","36084","488",,,,,,,,,,,,"Alameda County",1510271,0,0,0,0,1510271
"G0600030","2010","4","9","California","06","Alpine County","003",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Alpine County",1175,0,0,0,0,1175
"G0600050","2010","4","9","California","06","Amador County","005",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Amador County",38091,0,0,0,0,38091
"G0600070","2010","4","9","California","06","Butte County","007",,,,,,,,,,,"17020","99999","999",,,,,,,,,,,,"Butte County",220000,0,0,0,0,220000
"G0600090","2010","4","9","California","06","Calaveras County","009",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Calaveras County",45578,0,0,0,0,45578
"G0600110","2010","4","9","California","06","Colusa County","011",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Colusa County",21419,0,0,0,0,21419
"G0600130","2010","4","9","California","06","Contra Costa County","013",,,,,,,,,,,"41860","36084","488",,,,,,,,,,,,"Contra Costa County",1049025,0,0,0,0,1049025
"G0600150","2010","4","9","California","06","Del Norte County","015",,,,,,,,,,,"18860","99999","999",,,,,,,,,,,,"Del Norte County",28610,0,0,0,0,28610
"G0600170","2010","4","9","California","06","El Dorado County","017",,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,"El Dorado County",181058,0,0,0,0,181058
"G0600190","2010","4","9","California","06","Fresno County","019",,,,,,,,,,,"23420","99999","260",,,,,,,,,,,,"Fresno County",930450,0,0,0,0,930450
"G0600210","2010","4","9","California","06","Glenn County","021",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Glenn County",28122,0,0,0,0,28122
"G0600230","2010","4","9","California","06","Humboldt County","023",,,,,,,,,,,"21700","99999","999",,,,,,,,,,,,"Humboldt County",134623,0,0,0,0,134623
"G0600250","2010","4","9","California","06","Imperial County","025",,,,,,,,,,,"20940","99999","999",,,,,,,,,,,,"Imperial County",174528,0,0,0,0,174528
"G0600270","2010","4","9","California","06","Inyo County","027",,,,,,,,,,,"13860","99999","999",,,,,,,,,,,,"Inyo County",18546,0,0,0,0,18546
"G0600290","2010","4","9","California","06","Kern County","029",,,,,,,,,,,"12540","99999","999",,,,,,,,,,,,"Kern County",839631,0,0,0,0,839631
"G0600310","2010","4","9","California","06","Kings County","031",,,,,,,,,,,"25260","99999","999",,,,,,,,,,,,"Kings County",152982,0,0,0,0,152982
"G0600330","2010","4","9","California","06","Lake County","033",,,,,,,,,,,"17340","99999","999",,,,,,,,,,,,"Lake County",64665,0,0,0,0,64665
"G0600350","2010","4","9","California","06","Lassen County","035",,,,,,,,,,,"45000","99999","999",,,,,,,,,,,,"Lassen County",34895,0,0,0,0,34895
"G0600370","2010","4","9","California","06","Los Angeles County","037",,,,,,,,,,,"31100","31084","348",,,,,,,,,,,,"Los Angeles County",9818605,0,0,0,0,9818605
"G0600390","2010","4","9","California","06","Madera County","039",,,,,,,,,,,"31460","99999","260",,,,,,,,,,,,"Madera County",150865,0,0,0,0,150865
"G0600410","2010","4","9","California","06","Marin County","041",,,,,,,,,,,"41860","41884","488",,,,,,,,,,,,"Marin County",252409,0,0,0,0,252409
"G0600430","2010","4","9","California","06","Mariposa County","043",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Mariposa County",18251,0,0,0,0,18251
"G0600450","2010","4","9","California","06","Mendocino County","045",,,,,,,,,,,"46380","99999","999",,,,,,,,,,,,"Mendocino County",87841,0,0,0,0,87841
"G0600470","2010","4","9","California","06","Merced County","047",,,,,,,,,,,"32900","99999","999",,,,,,,,,,,,"Merced County",255793,0,0,0,0,255793
"G0600490","2010","4","9","California","06","Modoc County","049",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Modoc County",9686,0,0,0,0,9686
"G0600510","2010","4","9","California","06","Mono County","051",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Mono County",14202,0,0,0,0,14202
"G0600530","2010","4","9","California","06","Monterey County","053",,,,,,,,,,,"41500","99999","999",,,,,,,,,,,,"Monterey County",415057,0,0,0,0,415057
"G0600550","2010","4","9","California","06","Napa County","055",,,,,,,,,,,"34900","99999","488",,,,,,,,,,,,"Napa County",136484,0,0,0,0,136484
"G0600570","2010","4","9","California","06","Nevada County","057",,,,,,,,,,,"46020","99999","472",,,,,,,,,,,,"Nevada County",98764,0,0,0,0,98764
"G0600590","2010","4","9","California","06","Orange County","059",,,,,,,,,,,"31100","42044","348",,,,,,,,,,,,"Orange County",3010232,0,0,0,0,3010232
"G0600610","2010","4","9","California","06","Placer County","061",,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,"Placer County",348432,0,0,0,0,348432
"G0600630","2010","4","9","California","06","Plumas County","063",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Plumas County",20007,0,0,0,0,20007
"G0600650","2010","4","9","California","06","Riverside County","065",,,,,,,,,,,"40140","99999","348",,,,,,,,,,,,"Riverside County",2189641,0,0,0,0,2189641
"G0600670","2010","4","9","California","06","Sacramento County","067",,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,"Sacramento County",1418788,0,0,0,0,1418788
"G0600690","2010","4","9","California","06","San Benito County","069",,,,,,,,,,,"41940","99999","488",,,,,,,,,,,,"San Benito County",55269,0,0,0,0,55269
"G0600710","2010","4","9","California","06","San Bernardino County","071",,,,,,,,,,,"40140","99999","348",,,,,,,,,,,,"San Bernardino County",2035210,0,0,0,0,2035210
"G0600730","2010","4","9","California","06","San Diego County","073",,,,,,,,,,,"41740","99999","999",,,,,,,,,,,,"San Diego County",3095313,0,0,0,0,3095313
"G0600750","2010","4","9","California","06","San Francisco County","075",,,,,,,,,,,"41860","41884","488",,,,,,,,,,,,"San Francisco County",805235,0,0,0,0,805235
"G0600770","2010","4","9","California","06","San Joaquin County","077",,,,,,,,,,,"44700","99999","999",,,,,,,,,,,,"San Joaquin County",685306,0,0,0,0,685306
"G0600790","2010","4","9","California","06","San Luis Obispo County","079",,,,,,,,,,,"42020","99999","999",,,,,,,,,,,,"San Luis Obispo County",269637,0,0,0,0,269637
"G0600810","2010","4","9","California","06","San Mateo County","081",,,,,,,,,,,"41860","41884","488",,,,,,,,,,,,"San Mateo County",718451,0,0,0,0,718451
"G0600830","2010","4","9","California","06","Santa Barbara County","083",,,,,,,,,,,"42060","99999","999",,,,,,,,,,,,"Santa Barbara County",423895,0,0,0,0,423895
"G0600850","2010","4","9","California","06","Santa Clara County","085",,,,,,,,,,,"41940","99999","488",,,,,,,,,,,,"Santa Clara County",1781642,0,0,0,0,1781642
"G0600870","2010","4","9","California","06","Santa Cruz County","087",,,,,,,,,,,"42100","99999","488",,,,,,,,,,,,"Santa Cruz County",262382,0,0,0,0,262382
"G0600890","2010","4","9","California","06","Shasta County","089",,,,,,,,,,,"39820","99999","999",,,,,,,,,,,,"Shasta County",177223,0,0,0,0,177223
"G0600910","2010","4","9","California","06","Sierra County","091",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Sierra County",3240,0,0,0,0,3240
"G0600930","2010","4","9","California","06","Siskiyou County","093",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Siskiyou County",44900,0,0,0,0,44900
"G0600950","2010","4","9","California","06","Solano County","095",,,,,,,,,,,"46700","99999","488",,,,,,,,,,,,"Solano County",413344,0,0,0,0,413344
"G0600970","2010","4","9","California","06","Sonoma County","097",,,,,,,,,,,"42220","99999","488",,,,,,,,,,,,"Sonoma County",483878,0,0,0,0,483878
"G0600990","2010","4","9","California","06","Stanislaus County","099",,,,,,,,,,,"33700","99999","999",,,,,,,,,,,,"Stanislaus County",514453,0,0,0,0,514453
"G0601010","2010","4","9","California","06","Sutter County","101",,,,,,,,,,,"49700","99999","472",,,,,,,,,,,,"Sutter County",94737,0,0,0,0,94737
"G0601030","2010","4","9","California","06","Tehama County","103",,,,,,,,,,,"39780","99999","999",,,,,,,,,,,,"Tehama County",63463,0,0,0,0,63463
"G0601050","2010","4","9","California","06","Trinity County","105",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Trinity County",13786,0,0,0,0,13786
"G0601070","2010","4","9","California","06","Tulare County","107",,,,,,,,,,,"47300","99999","999",,,,,,,,,,,,"Tulare County",442179,0,0,0,0,442179
"G0601090","2010","4","9","California","06","Tuolumne County","109",,,,,,,,,,,"38020","99999","999",,,,,,,,,,,,"Tuolumne County",55365,0,0,0,0,55365
"G0601110","2010","4","9","California","06","Ventura County","111",,,,,,,,,,,"37100","99999","348",,,,,,,,,,,,"Ventura County",823318,0,0,0,0,823318
"G0601130","2010","4","9","California","06","Yolo County","113",,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,"Yolo County",200849,0,0,0,0,200849
"G0601150","2010","4","9","California","06","Yuba County","115",,,,,,,,,,,"49700","99999","472",,,,,,,,,,,,"Yuba County",72155,0,0,0,0,72155
"G0800010","2010","4","8","Colorado","08","Adams County","001",,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,"Adams County",441603,0,0,0,0,441603
"G0800030","2010","4","8","Colorado","08","Alamosa County","003",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Alamosa County",15445,0,0,0,0,15445
"G0800050","2010","4","8","Colorado","08","Arapahoe County","005",,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,"Arapahoe County",572003,0,0,0,0,572003
"G0800070","2010","4","8","Colorado","08","Archuleta County","007",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Archuleta County",12084,0,0,0,0,12084
"G0800090","2010","4","8","Colorado","08","Baca County","009",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Baca County",3788,0,0,0,0,3788
"G0800110","2010","4","8","Colorado","08","Bent County","011",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Bent County",6499,0,0,0,0,6499
"G0800130","2010","4","8","Colorado","08","Boulder County","013",,,,,,,,,,,"14500","99999","216",,,,,,,,,,,,"Boulder County",294567,0,0,0,0,294567
"G0800140","2010","4","8","Colorado","08","Broomfield County","014",,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,"Broomfield County",55889,0,0,0,0,55889
"G0800150","2010","4","8","Colorado","08","Chaffee County","015",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Chaffee County",17809,0,0,0,0,17809
"G0800170","2010","4","8","Colorado","08","Cheyenne County","017",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Cheyenne County",1836,0,0,0,0,1836
"G0800190","2010","4","8","Colorado","08","Clear Creek County","019",,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,"Clear Creek County",9088,0,0,0,0,9088
"G0800210","2010","4","8","Colorado","08","Conejos County","021",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Conejos County",8256,0,0,0,0,8256
"G0800230","2010","4","8","Colorado","08","Costilla County","023",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Costilla County",3524,0,0,0,0,3524
"G0800250","2010","4","8","Colorado","08","Crowley County","025",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Crowley County",5823,0,0,0,0,5823
"G0800270","2010","4","8","Colorado","08","Custer County","027",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Custer County",4255,0,0,0,0,4255
"G0800290","2010","4","8","Colorado","08","Delta County","029",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Delta County",30952,0,0,0,0,30952
"G0800310","2010","4","8","Colorado","08","Denver County","031",,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,"Denver County",600158,0,0,0,0,600158
"G0800330","2010","4","8","Colorado","08","Dolores County","033",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Dolores County",2064,0,0,0,0,2064
"G0800350","2010","4","8","Colorado","08","Douglas County","035",,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,"Douglas County",285465,0,0,0,0,285465
"G0800370","2010","4","8","Colorado","08","Eagle County","037",,,,,,,,,,,"20780","99999","999",,,,,,,,,,,,"Eagle County",52197,0,0,0,0,52197
"G0800390","2010","4","8","Colorado","08","Elbert County","039",,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,"Elbert County",23086,0,0,0,0,23086
"G0800410","2010","4","8","Colorado","08","El Paso County","041",,,,,,,,,,,"17820","99999","999",,,,,,,,,,,,"El Paso County",622263,0,0,0,0,622263
"G0800430","2010","4","8","Colorado","08","Fremont County","043",,,,,,,,,,,"15860","99999","999",,,,,,,,,,,,"Fremont County",46824,0,0,0,0,46824
"G0800450","2010","4","8","Colorado","08","Garfield County","045",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Garfield County",56389,0,0,0,0,56389
"G0800470","2010","4","8","Colorado","08","Gilpin County","047",,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,"Gilpin County",5441,0,0,0,0,5441
"G0800490","2010","4","8","Colorado","08","Grand County","049",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Grand County",14843,0,0,0,0,14843
"G0800510","2010","4","8","Colorado","08","Gunnison County","051",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Gunnison County",15324,0,0,0,0,15324
"G0800530","2010","4","8","Colorado","08","Hinsdale County","053",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hinsdale County",843,0,0,0,0,843
"G0800550","2010","4","8","Colorado","08","Huerfano County","055",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Huerfano County",6711,0,0,0,0,6711
"G0800570","2010","4","8","Colorado","08","Jackson County","057",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Jackson County",1394,0,0,0,0,1394
"G0800590","2010","4","8","Colorado","08","Jefferson County","059",,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,"Jefferson County",534543,0,0,0,0,534543
"G0800610","2010","4","8","Colorado","08","Kiowa County","061",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Kiowa County",1398,0,0,0,0,1398
"G0800630","2010","4","8","Colorado","08","Kit Carson County","063",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Kit Carson County",8270,0,0,0,0,8270
"G0800650","2010","4","8","Colorado","08","Lake County","065",,,,,,,,,,,"20780","99999","999",,,,,,,,,,,,"Lake County",7310,0,0,0,0,7310
"G0800670","2010","4","8","Colorado","08","La Plata County","067",,,,,,,,,,,"20420","99999","999",,,,,,,,,,,,"La Plata County",51334,0,0,0,0,51334
"G0800690","2010","4","8","Colorado","08","Larimer County","069",,,,,,,,,,,"22660","99999","999",,,,,,,,,,,,"Larimer County",299630,0,0,0,0,299630
"G0800710","2010","4","8","Colorado","08","Las Animas County","071",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Las Animas County",15507,0,0,0,0,15507
"G0800730","2010","4","8","Colorado","08","Lincoln County","073",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lincoln County",5467,0,0,0,0,5467
"G0800750","2010","4","8","Colorado","08","Logan County","075",,,,,,,,,,,"44540","99999","999",,,,,,,,,,,,"Logan County",22709,0,0,0,0,22709
"G0800770","2010","4","8","Colorado","08","Mesa County","077",,,,,,,,,,,"24300","99999","999",,,,,,,,,,,,"Mesa County",146723,0,0,0,0,146723
"G0800790","2010","4","8","Colorado","08","Mineral County","079",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Mineral County",712,0,0,0,0,712
"G0800810","2010","4","8","Colorado","08","Moffat County","081",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Moffat County",13795,0,0,0,0,13795
"G0800830","2010","4","8","Colorado","08","Montezuma County","083",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Montezuma County",25535,0,0,0,0,25535
"G0800850","2010","4","8","Colorado","08","Montrose County","085",,,,,,,,,,,"33940","99999","999",,,,,,,,,,,,"Montrose County",41276,0,0,0,0,41276
"G0800870","2010","4","8","Colorado","08","Morgan County","087",,,,,,,,,,,"22820","99999","999",,,,,,,,,,,,"Morgan County",28159,0,0,0,0,28159
"G0800890","2010","4","8","Colorado","08","Otero County","089",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Otero County",18831,0,0,0,0,18831
"G0800910","2010","4","8","Colorado","08","Ouray County","091",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Ouray County",4436,0,0,0,0,4436
"G0800930","2010","4","8","Colorado","08","Park County","093",,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,"Park County",16206,0,0,0,0,16206
"G0800950","2010","4","8","Colorado","08","Phillips County","095",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Phillips County",4442,0,0,0,0,4442
"G0800970","2010","4","8","Colorado","08","Pitkin County","097",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Pitkin County",17148,0,0,0,0,17148
"G0800990","2010","4","8","Colorado","08","Prowers County","099",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Prowers County",12551,0,0,0,0,12551
"G0801010","2010","4","8","Colorado","08","Pueblo County","101",,,,,,,,,,,"39380","99999","999",,,,,,,,,,,,"Pueblo County",159063,0,0,0,0,159063
"G0801030","2010","4","8","Colorado","08","Rio Blanco County","103",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Rio Blanco County",6666,0,0,0,0,6666
"G0801050","2010","4","8","Colorado","08","Rio Grande County","105",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Rio Grande County",11982,0,0,0,0,11982
"G0801070","2010","4","8","Colorado","08","Routt County","107",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Routt County",23509,0,0,0,0,23509
"G0801090","2010","4","8","Colorado","08","Saguache County","109",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Saguache County",6108,0,0,0,0,6108
"G0801110","2010","4","8","Colorado","08","San Juan County","111",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"San Juan County",699,0,0,0,0,699
"G0801130","2010","4","8","Colorado","08","San Miguel County","113",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"San Miguel County",7359,0,0,0,0,7359
"G0801150","2010","4","8","Colorado","08","Sedgwick County","115",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Sedgwick County",2379,0,0,0,0,2379
"G0801170","2010","4","8","Colorado","08","Summit County","117",,,,,,,,,,,"43540","99999","999",,,,,,,,,,,,"Summit County",27994,0,0,0,0,27994
"G0801190","2010","4","8","Colorado","08","Teller County","119",,,,,,,,,,,"17820","99999","999",,,,,,,,,,,,"Teller County",23350,0,0,0,0,23350
